docId	N	ni	tf	(1+N/ni)	idf	word	tfidf
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	1.0	1.0	244,000000	5,497168	generation	5,497168
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	1.0	1.0	244,000000	5,497168	e.g	5,497168
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	1.0	1.0	244,000000	5,497168	sequential	5,497168
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	1.0	1.0	244,000000	5,497168	integers	5,497168
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	1.0	1.0	244,000000	5,497168	primary	5,497168
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	7.0	1.0	35,714286	3,575551	key	3,575551
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	10.0	1.0	25,300000	3,230804	support	3,230804
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	17.0	1.0	15,294118	2,727468	hive	2,727468
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	55.0	1.0	5,418182	1,689760	does	1,689760
2/12/2015 16:54:58_mmyers@cloudera.com_131	243.0	56.0	1.0	5,339286	1,675092	for	1,675092
